Year,Rank,Hometown,High School,HS Type,Position,Status,College
2011,37,"Southfield, Mich.",Southfield High School,public,Shooting Guard,Signed ,Michigan                      
2011,38,"Long Beach, Calif.",Price High School,public,Power Forward,Undeclared,N/A
2011,39,"Memphis, Tenn.",White Station High School,public,Shooting Guard,Signed ,Minnesota                     
2011,40,"Clermont, Fla.",Hargrave Military Academy,private,Shooting Guard,Signed ,Virginia Tech                 
2011,41,"Raleigh, N.C.",Word of God Christian Academy,private,Center,Undeclared,N/A
2011,42,"Lewisburg, Tenn.",Marshall County High School,public,Point Guard,Signed ,Vanderbilt                    
2011,43,"Chicago, Ill.",Mount Carmel High School,public,Point Guard,Signed ,Illinois                      
2011,44,"Merrill, Wis.",Merrill High School,public,Small Forward,Signed ,Virginia                      
2011,45,"Chicago, Ill.",De La Salle Institute,private,Power Forward,Signed ,Illinois                      
2011,46,"Long Beach, Calif.",Long Beach Polytechnic High School,public,Power Forward,Signed ,Boston College                
2011,47,"Minnetonka, Minn.",Hopkins High School,public,Shooting Guard,Signed ,Minnesota                     
2011,48,"Chicago, Ill.",Orr Academy High School,public,Small Forward,Signed ,Illinois                      
2011,49,"Bridgton, Maine",Bridgton Academy,private,Small Forward,Signed ,St. John's
2011,50,"Chicago, Ill.",Perspectives Charter School,public,Power Forward,Signed ,Kentucky                      
2011,51,"Winter Park, Fla.",Winter Park High School,public,Shooting Guard,Signed ,Duke                          
2011,52,"Saint Louis, Mo.",Chaminade College Prep School,private,Shooting Guard,Signed ,Florida                       
2011,53,"North Chicago, Ill.",Westchester Country Day School,private,Power Forward,Signed ,Baylor                        
2011,54,"Memphis, Tenn.",Melrose High School,public,Small Forward,Signed ,Memphis                       
2011,55,"Toronto, Ontario, Canada",Findlay College Prep,private,Point Guard,Signed ,Texas                         
2011,56,"Greensboro, N.C.",Hargrave Military Academy,private,Shooting Guard,Signed ,North Carolina                
2011,57,"Sacramento, Calif.",Quality Education Academy,public,Point Guard,Signed ,Arizona                       
2011,58,"Renton, Wash.",Garfield High School,public,Point Guard,Signed ,Washington                    
2011,59,"Portland, Ore.",Jesuit High School,private,Power Forward,Signed ,Kentucky                      
2011,60,"Hamilton, Mass.",St. Andrews School,private,Shooting Guard,Signed ,Syracuse                      
2011,61,"Gary, Ind.",Lew Wallace High School,public,Small Forward,Signed ,Michigan State                
2011,62,"Roseville, Mich.",Quality Education Academy,public,Small Forward,Signed ,St. John's
2011,63,"Chicago, Ill.",Morgan Park High School,public,Shooting Guard,Signed ,Louisville                    
2011,64,"Chester, Va.",Benedictine College Prep,private,Small Forward,Signed ,Duke                          
2011,65,"Meridian, Miss.",Meridian High School,public,Small Forward,Signed ,Mississippi State             
2011,66,"Alpharetta, Ga.",Milton High School,public,Shooting Guard,Signed ,Vanderbilt                    
2011,67,"Warsaw, Ind.",Christ School,private,Center,Signed ,Duke                          
2011,68,"Baltimore, Md.",Baltimore City College High School,public,Shooting Guard,Signed ,Maryland                      
2011,69,"Queens, N.Y.",South Kent School,private,Small Forward,Signed ,St. John's
2011,70,"South Kingstown, R.I.",Saint Marks School,private,Small Forward,Signed ,Duke                          
2011,71,"Birmingham, Mich.",Detroit Country Day School,private,Center,Signed ,Ohio State                    
2011,72,"Chicago, Ill.",Whitney Young High School,public,Small Forward,Signed ,Ohio State                    
2011,73,"Bellaire, Texas",Bellaire High School,public,Shooting Guard,Signed ,Texas                         
2011,74,"Saint Louis, Mo.",Christian Life Center Academy,private,Small Forward,Signed ,Kansas                        
2011,75,"Humble, Texas",Grace Preparatory Academy,private,Point Guard,Signed ,Texas A&M                     
2011,76,"Jackson, Miss.",Life Center Academy,private,Small Forward,Signed ,Ohio State                    
2011,77,"Jonesboro, Ark.",Westside High School,public,Power Forward,Signed ,Arkansas                      
2011,78,"Louisville, Ky.",Jeffersontown High School,public,Center,Signed ,Louisville                    
2011,79,"Richmond, Va.",The Steward School,private,Center,Signed ,Charleston                    
2011,80,"San Diego, Calif.",Herbert Hoover High School,public,Power Forward,Signed ,Arizona                       
2011,81,"Paterson, N.J.",St. Anthony High School,private,Point Guard,Signed ,Rutgers                       
2011,82,"Wilmington, Del.",Sanford School,private,Shooting Guard,Signed ,Syracuse                      
2011,83,"Memphis, Tenn.",Melrose High School,public,Point Guard,Undeclared,N/A
2011,84,"Alpharetta, Ga.",Milton High School,public,Power Forward,Signed ,Georgia Tech                  
2011,85,"DeSoto, Texas",DeSoto High School,public,Small Forward,Signed ,Florida State                 
2011,86,"Aurora, Ill.",Aurora East High School,public,Point Guard,Signed ,Connecticut                   
2011,87,"La Marque, Texas",La Marque High School,public,Shooting Guard,Signed ,Texas                         
2011,88,"Hyattsville, Md.",DeMatha Catholic High School,private,Center,Signed ,Georgetown                    
2011,89,"Jenkintown, Pa.",Abington Friends School,private,Shooting Guard,Signed ,Georgetown                    
2011,90,"Toronto, Ontario, Canada",Huntington Prep,private,Center,Signed ,New Mexico State              
2011,91,"Columbus, Ohio",Northland High School,public,Point Guard,Signed ,Michigan                      
2011,92,"Worcester, Mass.",Brewster Academy,private,Point Guard,Signed ,Kansas                        
2011,93,"Charlotte, N.C.",Charlotte Christian School,private,Power Forward,Signed ,South Carolina                
2011,94,"Cedar Rapids, Iowa",Jefferson Senior High School,public,Power Forward,Signed ,Wisconsin                     
2011,95,"Killeen, Texas",Killeen High School,public,Power Forward,Signed ,Houston                       
2011,96,"Bronx, N.Y.",Wadleigh High School,public,Power Forward,Signed ,Arizona                       
2011,97,"Conyers, Ga.",Rockdale County High School,public,Shooting Guard,Signed ,Louisville                    
2011,98,"Okolona, Miss.",Okolona High School,public,Small Forward,Signed ,Mississippi State             
2011,99,"Danville, Va.",Hargrave Military Academy,private,Power Forward,Signed ,Virginia Tech                 
2010,1,"Columbus, Ohio",Northland High School,public,Power Forward,Signed ,Ohio State                    
2010,2,"Coral Springs, Fla.",Pine Crest High School,public,Point Guard,Signed ,Kentucky                      
2010,3,"Dix Hills, N.Y.",Half Hollow Hills West High School,public,Power Forward,Signed ,Tennessee                     
2010,4,"Baltimore, Md.",Brewster Academy,private,Shooting Guard,Signed ,Memphis                       
2010,5,"Brampton, ONT, Canada",Findlay College Prep,private,Power Forward,Signed ,Texas                         
2010,6,"Fort Wayne, Ind.",Bishop Luers High School,private,Small Forward,Signed ,Ohio State                    
2010,7,"Weston, Fla.",The Sagemont School,private,Center,Signed ,Syracuse                      
2010,8,"Pickering, Ont., Canada",Findlay College Prep,private,Point Guard,Signed ,Texas                         
2010,9,"Kinston, N.C.",Kinston High School,public,Shooting Guard,Signed ,North Carolina                
2010,10,"Kent, Wash.",Kentwood High School,public,Center,Signed ,UCLA                          
2010,11,"Dumfries, Va.",Bishop O Connell High School,private,Point Guard,Signed ,North Carolina                
2010,12,"Dallas, Texas",L. G. Pinkston High School,public,Power Forward,Signed ,North Texas                   
2010,13,"Dayton, Ohio",Jefferson Township High School,public,Power Forward,Signed ,Michigan State                
2010,14,"Santa Ana, Calif.",Mater Dei High School,private,Shooting Guard,Signed ,UCLA                          
2010,15,"Portland, Ore.",Jefferson High School,public,Small Forward,Signed ,Washington                    
2010,16,"Sherman, Texas",Sherman High School,public,Small Forward,Signed ,Oklahoma                      
2010,17,"Baltimore, Md.",Oak Hill Academy,private,Small Forward,Signed ,Connecticut                   
2010,18,"Clearwater, Fla.",Clearwater High School,public,Power Forward,Signed ,Florida State                 
2010,19,"Hinesville, Ga.",Liberty County High School,public,Shooting Guard,Signed ,Tennessee                     
2010,20,"Toronto, Ontario, Canada",IMG Academy,private,Power Forward,Signed ,Stanford                      
2010,21,"Dallas, Texas",Episcopal School of Dallas,private,Point Guard,Signed ,Missouri                      
2010,22,"Marietta, Ga.",Wheeler High School,public,Shooting Guard,Signed ,Memphis                       
2010,23,"Indianapolis, Ind.",Mountain State University Academy,private,Shooting Guard,Signed ,Xavier                        
2010,24,"Southborough, Mass.",Saint Marks School,private,Power Forward,Signed ,Georgetown                    
2010,25,"Richmond, Va.",Huntington Prep,private,Shooting Guard,Signed ,Marshall                      
2010,26,"Shawnee Mission, Kan.",Bishop Miege High School,private,Point Guard,Signed ,Alabama                       
2010,27,"West Roxbury, Mass.",The Tilton School,private,Shooting Guard,Signed ,Providence
2010,28,"Dayton, Ohio",Dunbar High School,public,Shooting Guard,Undeclared,N/A
2010,29,"Indianapolis, Ind.",Hargrave Military Academy,private,Power Forward,Signed ,FIU
2010,30,"Richmond, Va.",John Marshall High School,public,Small Forward,Signed ,Wake Forest                   
2010,31,"Brownsville, N.Y.",Bishop Loughlin Memorial High School,private,Power Forward,Signed ,Villanova                     
2010,32,"Windham, N.H.",Central Catholic High School,private,Center,Signed ,Wake Forest                   
2010,33,"Bellport, N.Y.",Middlesex School,public,Small Forward,Signed ,Vanderbilt                    
2010,34,"Fayetteville, N.C.",Trinity Christian School,private,Center,Signed ,South Carolina                
2010,35,"Muscle Shoals, Ala.",Muscle Shoals High School,public,Shooting Guard,Signed ,LSU                           
2010,36,"Jackson, Miss.",Forest Hill High School,public,Point Guard,Signed ,LSU                           
2010,37,"Raleigh, N.C.",Enloe High School,public,Power Forward,Signed ,Wake Forest                   
2010,38,"Accokeek, Md.",Georgetown Prep School,private,Point Guard,Signed ,Georgetown                    
2010,39,"Denison, Texas",Denison High School,public,Point Guard,Signed ,Oklahoma                      
2010,40,"Zion, Ill.",Zion-Benton High School,public,Shooting Guard,Signed ,Ohio State                    
2010,41,"Cincinnati, Ohio",Princeton High School,public,Shooting Guard,Signed ,Ohio State                    
2010,42,"Reading, Mass.",New Hampton School,private,Power Forward,Signed ,Michigan                      
2010,43,"Jacksonville, Fla.",Arlington Country Day School,private,Power Forward,Signed ,Cincinnati                    
2010,44,"Lumberton, N.C.",Quality Education Academy,public,Point Guard,Signed ,Baylor                        
2010,45,"Montgomery, Ala.",Brewbaker Tech Magnet High School,public,Shooting Guard,Signed ,Virginia                      
2010,46,"Wildomar, Calif.",Elsinore High School,public,Power Forward,Signed ,Virginia                      
2010,47,"Dripping Springs, Texas",Dripping Springs High School,public,Power Forward,Signed ,Texas A&M                     
2010,48,"Hyattsville, Md.",DeMatha Catholic High School,private,Small Forward,Signed ,Notre Dame                    
2010,49,"Houston, Texas",Jack Yates High School,public,Shooting Guard,Signed ,Houston                       
2010,50,"Bronx, N.Y.",St. Anthony High School,private,Power Forward,Signed ,Oregon State                  
2010,51,"Ames, Iowa",Ames High School,public,Small Forward,Signed ,North Carolina                
2010,52,"West Orange, N.J.",Saint Patricks High School,private,Point Guard,Signed ,Duke                          
2010,53,"Baltimore, Md.",Lake Clifton High School,public,Point Guard,Signed ,Kansas                        
2010,54,"Duncanville, Texas",Duncanville High School,public,Power Forward,Signed ,Baylor                        
2010,55,"Portland, Ore.",Jefferson High School,public,Small Forward,Signed ,Kentucky                      
2010,56,"Holly Springs, N.C.",Word of God Christian Academy,private,Power Forward,Signed ,North Carolina State          
2010,57,"Jacksonville, Fla.",Providence School of Jacksonville,private,Power Forward,Signed ,Florida                       
2010,58,"Philadelphia, Pa.",Life Center Academy,private,Shooting Guard,Signed ,Syracuse                      
2010,59,"Beverly Hills, Mich.",Detroit Country Day School,private,Point Guard,Signed ,Detroit                       
2010,60,"Rockville, Md.",Montrose Christian School,private,Power Forward,Signed ,Duke                          
2010,61,"Memphis, Tenn.",White Station High School,public,Point Guard,Signed ,Memphis                       
2010,62,"Waukegan, Ill.",Waukegan High School,public,Small Forward,Signed ,Illinois                      
2010,63,"Turkey, Europe",Stoneridge Prep,private,Center,Signed ,Kentucky                      
2010,64,"Detroit, Mich.",Pershing High School,public,Shooting Guard,Signed ,Michigan State                
2010,65,"Laurelton, N.Y.",Oak Hill Academy,private,Shooting Guard,Signed ,Kentucky                      
2010,66,"Madison, Wis.",Madison Memorial High School,public,Shooting Guard,Signed ,Marquette                     
2010,67,"Mount Pleasant, Mich.",Mount Pleasant High School,public,Shooting Guard,Signed ,Central Michigan              
2010,68,"Jackson, Tenn.",North Side High School,public,Small Forward,Signed ,Florida                       
2010,69,"Charlotte, N.C.",United Faith Christian Academy,private,Shooting Guard,Signed ,Florida State                 
2010,70,"Marietta, Ga.",Walton High School,public,Point Guard,Signed ,North Carolina State          
2010,71,"Bronx, N.Y.",Montverde Academy,private,Small Forward,Signed ,Villanova                     
2010,72,"Compton, Calif.",Mater Dei High School,private,Small Forward,Signed ,Arizona State                 
2010,73,"Washington, N.C.",The Miller School,private,Shooting Guard,Signed ,Maryland                      
2010,74,"Robinson, Ill.",Robinson High School,public,Center,Signed ,Illinois                      
2010,75,"Charlotte, N.C.",West Charlotte High School,public,Shooting Guard,Signed ,Wake Forest
2010,76,"Jacksonville, Fla.",Providence School of Jacksonville,private,Shooting Guard,Signed ,Kentucky
2010,77,"Decatur, Ga.",Montverde Academy,private,Small Forward,Signed ,Marquette
2010,78,"Montgomery, Ala.",Flora MacDonald Academy,private,Power Forward,Undeclared,N/A
2010,79,"Los Angeles, Calif.",Price High School,public,Shooting Guard,Signed ,California                    
2010,80,"Memphis, Tenn.",Ridgeway High School,public,Power Forward,Signed ,Memphis                       
2010,81,"Fort Wayne, Ind.",Blackhawk Christian School,private,Shooting Guard,Signed ,Michigan State                
2010,82,"Baltimore, Md.",Brewster Academy,private,Small Forward,Signed ,Syracuse                      
2010,83,"Santa Ana, Calif.",Mater Dei High School,private,Point Guard,Signed ,California                    
2010,84,"Augusta, Ga.",Hotchkiss School,private,Small Forward,Signed ,Georgia Tech                  
2010,85,"Woodland Hills, Calif.",Taft High School,public,Shooting Guard,Signed ,USC                           
2010,86,"South Euclid, Ohio",Oak Hill Academy,private,Point Guard,Signed ,Dayton                        
2010,87,"Poca, W.Va.",Logan High School,public,Point Guard,Signed ,West Virginia                 
2010,88,"Amarillo, Texas",Palo Duro High School,public,Power Forward,Signed ,Oklahoma State                
2010,89,"Brentwood, N.Y.",South Kent School,private,Small Forward,Signed ,Pittsburgh                    
2010,90,"Chicago, Ill.",Rich South High School,public,Shooting Guard,Signed ,Illinois                      
2010,91,"Huntington Beach, Calif.",Ocean View High School,public,Small Forward,Signed ,Stanford                      
2010,92,"North Charleston, S.C.",Fort Dorchester High School,public,Power Forward,Signed ,South Carolina                
2010,93,"Yazoo City, Miss.",Yazoo City High School,public,Power Forward,Signed ,Mississippi                   
2010,94,"Metairie, La.",Metairie Park Country Day School,private,Small Forward,Signed ,LSU                           
2010,95,"Saginaw, Mich.",Arthur Hill High School,public,Point Guard,Signed ,USC                           
2010,96,"Phoenix, Ariz.",North High School,public,Shooting Guard,Signed ,Arizona                       
2010,97,"Miami, Fla.",Palmetto High School,public,Shooting Guard,Signed ,Michigan                      
2010,98,"State College, Pa.",State College High School,public,Shooting Guard,Signed ,Penn State
2010,99,"Tucson, Ariz.",Santa Rita High School,public,Point Guard,Signed ,Maryland                      
2010,100,"Los Alamos, N.M.",Los Alamos High School,public,Center,Signed ,New Mexico                    
